"Id","NomDeNaissance","Prenom","Sexe","DateNaissance","CommuneDeNaissance","DepartementDeNaissance","PaysDeNaissance","DateDeces","CommuneDeDeces","Nationalite","LibelleProfession","Sources","Divers"
"bdr_066","FABRE","CHARLES","M",1946-01-01,NA,NA,NA,NA,NA,"Français","SNCF/RATP","WIKIPEDIA",NA
"bdr_106","LIMOUSIN","LUCIEN","M",1947-10-19,"PAMIERS","ARIEGE","France",NA,NA,"Français","Policier-e","WIKIPEDIA",NA
"bdr_146","PERRIN","JEAN CLAUDE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_072","GABELIER","ANTONIN","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_137","NAL","ELIE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_020","BERGEON","JEAN","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_085","GUIS","MAURICE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_118","MARTIN","ROGER","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_084","GUIOU","MAURICE","M",1926-01-01,NA,NA,NA,2014-03-10,"BERRE L ETANG","Français",NA,"PRESSE",NA
"bdr_119","MARTINET","MARIO","M",1956-09-20,NA,NA,NA,NA,NA,"Français","Fonction publique","PRESSE",NA
"bdr_014","BAGNANINCHI","JOSEPH","M",NA,NA,NA,NA,NA,NA,NA,"Medecin",NA,NA
"bdr_200","VULPIAN","CLAUDE","M",1936-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_187","TEIXIER","DOMINIQUE","M",1951-04-07,NA,NA,NA,NA,NA,"Français",NA,NA,NA
"bdr_105","LEXCELLENT","MARIE ROSE","F",1947-02-10,NA,NA,NA,NA,NA,"Français",NA,NA,NA
"bdr_116","MARTIN","RAYMOND","M",NA,NA,NA,NA,1993-10-01,NA,"Français",NA,NA,NA
"bdr_126","MATTEODA","MARCEL","M",NA,"CABRIES","BOUCHES DU RHONE","France",NA,NA,"Français",NA,NA,NA
"bdr_037","CHARPIN","PIERRE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_065","FABRE AUBRESPY","HERVE","M",1956-07-20,"LYON","RHONE","France",NA,NA,"Français","Haut fonctionnaire","WIKIPEDIA",NA
"bdr_117","MARTIN","RICHARD","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_197","VENTRON","AMAPOLA","F",NA,NA,NA,NA,NA,NA,NA,"Chef-fe entreprise","WIKIPEDIA",NA
"bdr_191","TURCAN","FRANCIS","M",1912-02-23,"MARTIGUES","BOUCHES DU RHONE","France",1968-12-08,"MARTIGUES","Français","Employe-e","WIKIPEDIA",NA
"bdr_141","PASCAL","PAUL","M",NA,NA,NA,NA,NA,NA,NA,"Chef-fe entreprise","WIKIPEDIA",NA
"bdr_029","BOYER","MARIUS","M",1887-11-07,"AURIOL","BOUCHES DU RHONE","France",1969-10-01,"AUBAGNE","Français","Industriel-le","WIKIPEDIA",NA
"bdr_040","CHOUQUET","YVES","M",NA,NA,NA,"France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_069","FONTAINE","DANIEL","M",1945-01-01,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Enseignant-e","WIKIPEDIA",NA
"bdr_077","GAZAY","GERARD","M",1957-11-23,NA,NA,NA,NA,NA,"Français","Ingenieur-e","WIKIPEDIA",NA
"bdr_027","BONNET","ADOLPHE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_067","FERAUD","PAUL","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bdr_115","MARTIN","LUCIENNE","F",1937-01-01,NA,NA,NA,2021-08-17,"AUBAGNE","Français",NA,"PRESSE",NA
"bdr_073","GARCIA","DANIELE","F",1948-03-12,NA,NA,NA,NA,NA,"Français","Cadre","PRESSE",NA
"bdr_134","MIQUELLY","VERONIQUE","F",1971-02-15,"AURIOL","BOUCHES DU RHONE","France",NA,NA,"Français","Enseignant-e","PRESSE",NA
